id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,icao_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
530406,ID-0293,closed,"Amman Mineral Nusa Tenggara Airport (under construction)",-8.592566,116.793819,33,AS,Indonesia,ID,"Nusa Tenggara Barat (West Nusa Tenggara)",ID-NB,NB,Pototano,0,,,,,,,PNW,50,2025-03-04T00:31:58+00:00
599537,WAYP,small_airport,"Potowai Buru Airstrip",-4.283533,134.974353,160,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,"Potowai Buru",0,WAYP,,,,,,"Kabupaten Mimika",50,2025-08-03T02:35:20+00:00
310909,ID-0124,small_airport,"Prongkoli Airstrip",-4.188308,139.342232,6385,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Prongkoli,0,,,,PRO,,,WW70,50,2022-10-02T00:25:11+00:00
310887,ID-0114,small_airport,"Pagai Lumber Airstrip",-2.857831,100.214446,141,AS,Indonesia,ID,"Sumatera Barat (West Sumatra)",ID-SB,SB,"Pulau Pagai-Selatan",0,,,,,,,"WW48, Bandara Minas, Lapter Minas",50,2024-10-13T19:26:11+00:00
310979,ID-0126,small_airport,"Puldamat Airstrip",-4.3196,139.8704,5450,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Puldamat,0,,,,PUL,,,WW71,50,2022-10-02T16:37:07+00:00
310844,ID-0113,small_airport,"Onondowa/Rampi Airport",-2.125992,120.297659,3229,AS,Indonesia,ID,"Sulawesi Selatan (South Sulawesi)",ID-SN,SN,Rampi,0,WAFK,,,,,https://en.wikipedia.org/wiki/Rampi_Airport,WW46,50,2025-08-03T20:05:18+00:00
41449,WASC,small_airport,"Abresso Airport",-1.496667,134.1925,52,AS,Indonesia,ID,"Papua Barat (West Papua)",ID-PB,PB,"Ransiki-Papua Island",0,WASC,WASC,RSK,,,,,50,2025-09-27T16:36:28+00:00
310985,ID-0128,small_airport,"Riam Sejawak Airstrip",0.9717,111.0994,140,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Riam Sejawak",0,,,,,,,WW79,50,2014-02-14T15:43:27+00:00
310987,ID-0129,small_airport,"Ros Bori Airstrip",-1.6586,136.102,67,AS,Indonesia,ID,Papua,ID-PA,PA,"Ros Bori - Yapen Island",0,WRLU,,,ROS,,,"WW82, Japen Island",50,2025-09-27T00:00:38+00:00
311002,ID-0130,small_airport,"Samboka Airstrip",-4.836839,139.714615,560,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Samboka,0,,,,SAM,,,"WW88, Samboga",50,2022-10-02T12:39:51+00:00
508038,ID-0280,small_airport,"Samenage Airstrip",-4.395446,139.030167,7100,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Samenage,0,,,,,,,,50,2023-04-13T16:46:56+00:00
41445,WAES,small_airport,"Emalamo Airport",-2.100424,125.965838,11,AS,Indonesia,ID,"Maluku Utara (North Maluku)",ID-MU,MU,Sanana,0,WAES,WAES,SQN,,,https://en.wikipedia.org/wiki/Emalamo_Airport,,50,2025-09-27T18:23:14+00:00
311283,WRLJ,small_airport,"Tanjung Bara Airport",0.5605,117.64435,48,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,Sangata,0,WALB,,,,,http://id.wikipedia.org/wiki/Bandar_Udara_Tanjung_Bara,,50,2025-03-14T17:03:54+00:00
41483,WRLA,small_airport,"Sanggata/Sangkimah Airport",0.3847,117.543,60,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,Sanggata/Sangkimah,0,WALA,,SGQ,,,http://id.wikipedia.org/wiki/Bandar_Udara_Sangkimah,"WRLA, Pertamina",50,2014-03-02T10:44:35+00:00
41401,ID-0325,closed,"Sangir Airport",-8.36667,118.333359,175,AS,Indonesia,ID,"Nusa Tenggara Barat (West Nusa Tenggara)",ID-NB,NB,Sangir,0,,,,,,,"SAE, ID-SAE",50,2025-02-25T14:49:58+00:00
41488,WRLU,small_airport,"Sangkulirang Airport",1.00089,117.996002,34,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,"Sangkulirang-Borneo Island",0,WALU,,,,,,WRLU,50,2025-09-26T23:56:38+00:00
26764,WALT,small_airport,"Tanjung Santan Airport",-0.092633,117.439109,121,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,"Santan-Borneo Island",0,WALT,WALT,,TSX,,,WRLT,50,2025-06-22T22:43:23+00:00
599513,ID-0378,small_airport,"Amuma Airstrip",-4.473639,138.986646,5798,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Sarumugai,0,,,,,,,,50,2025-08-01T18:50:29+00:00
32407,WAPI,small_airport,"Saumlaki/Olilit Airport",-7.98861,131.306,218,AS,Indonesia,ID,Maluku,ID-MA,MA,"Saumlaki-Yamdena Island",0,WAPI,WAPI,,,,http://id.wikipedia.org/wiki/Bandar_Udara_Olilit,SXK,50,2022-03-05T22:21:59+00:00
41400,ID-0272,closed,"Sawan Airfield",-8.13278,115.172997,680,AS,Indonesia,ID,Bali,ID-BA,BA,"Sawan, Buleleng",0,,,,,,,RZS,50,2025-02-21T10:07:53+00:00
598303,WAYW,small_airport,"Waren Airstrip",-2.264493,136.384144,36,AS,Indonesia,ID,Papua,ID-PA,PA,"Sawara Jaya",0,WAYW,,,,,,,50,2025-06-17T00:09:13+00:00
525737,WAOG,small_airport,"Sekapung Airport",-3.626954,116.370352,7,AS,Indonesia,ID,"Kalimantan Selatan (South Kalimantan)",ID-KS,KS,"Sekapung, Kotabaru",0,WAOG,,,,,,Sebuku,50,2025-03-04T07:47:16+00:00
310478,ID-0085,small_airport,"Kuala Randau Airstrip",-0.582399,110.472759,240,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Semandang Hulu",0,WIAQ,,,,,,WZ54,50,2025-10-03T23:15:20+00:00
535830,ID-0299,small_airport,"Tembelina Airstrip",-1.7484,110.47658,,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Semayok Baru",0,,,,,,,,50,2024-07-02T14:47:03+00:00
41408,WAKQ,small_airport,"Senggo Airport",-5.690668,139.350414,52,AS,Indonesia,ID,"Papua Selatan (South Papua)",ID-PS,PS,"Senggo-Papua Island",0,WAKQ,WAKQ,ZEG,,,http://id.wikipedia.org/wiki/Bandar_Udara_Senggo,,50,2025-09-26T19:50:59+00:00
41490,WRLY,heliport,"Senipah Heliport",-0.975679,117.147701,38,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,Senipah,0,WALY,,,,,,"WRLY, WW98, SZH",50,2024-04-25T10:16:36+00:00
311221,ID-0147,small_airport,"Synopi Airstrip",-0.842054,132.926191,1648,AS,Indonesia,ID,"Papua Barat Daya (Southwest Papua)",ID-PD,PD,Senopi,0,WAUS,,,,,,WT30,50,2025-06-25T17:56:57+00:00
311141,ID-0134,small_airport,"Seradala Airstrip",-4.9797,139.9035,452,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Seradala,0,,,,,,,WT14,50,2022-10-02T14:57:34+00:00
311142,ID-0135,small_airport,"Serimbu Airstrip",0.741,110.123,244,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,Serimbu,0,,,,SER,,,WT01,50,2014-03-01T03:28:55+00:00
311145,ID-0136,small_airport,Serukam,0.797,109.3317,190,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,Serukam,0,,,,,,,WT02,50,2014-03-01T04:24:48+00:00
41472,WITS,small_airport,"Seumayam Airport",3.75,96.63333129882812,53,AS,Indonesia,ID,Aceh,ID-AC,AC,"Seumayam-Sumatra Island",0,WITS,,,,,,,50,2008-08-22T18:35:29+00:00
311148,ID-0137,small_airport,"Sikari Airstrip",-2.761904,138.386229,217,AS,Indonesia,ID,Papua,ID-PA,PA,Sikari,0,WIFU,,,SIK,,,WT04,50,2025-09-27T01:40:09+00:00
311149,ID-0138,small_airport,"Silimo Airstrip",-4.466012,138.943062,5760,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Silimo,0,,,,,,,,50,2022-10-02T00:16:16+00:00
41466,WIOI,small_airport,"Singkawang Airport",1.0756800174713135,109.68800354003906,276,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Sinkawang-Borneo Island",0,WIOI,,,,,,,50,2008-08-22T18:35:16+00:00
311170,ID-0141,small_airport,"Siriwo Airstrip",-3.5388,135.948971,533,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Siriwo,0,WABC,,,SIW,,,WT17,50,2025-07-31T08:33:01+00:00
311172,ID-0142,small_airport,"Soba Airstrip",-4.346147,139.178814,6125,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Soba,0,WRIP,,,SOB,,,WT20,50,2025-08-01T13:59:58+00:00
509767,ID-0282,small_airport,"Owitlep Airstrip",-4.314543,139.329624,8020,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Sobaham,0,,,,OWT,,,,50,2023-08-25T19:53:43+00:00
599471,WRIQ,small_airport,"Somanente Airstrip",-2.201166,138.86909,133,AS,Indonesia,ID,Papua,ID-PA,PA,Somanente,0,WRIQ,,,,,,,50,2025-07-31T08:10:09+00:00
430522,ID-0261,small_airport,"Soya Airstrip",-4.37183,139.91673,6709,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Soya,0,,,,,,,,50,2022-10-17T11:54:38+00:00
430519,ID-0258,small_airport,"Suaka Airstrip",-4.464786,140.099008,5525,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Suaka,0,,,,,,,,50,2022-10-17T11:49:21+00:00
598302,WILW,small_airport,"Way Jepara Airport",-5.051246,105.655461,103,AS,Indonesia,ID,Lampung,ID-LA,LA,Sukadana,0,WILW,,,,,,,50,2025-06-16T23:49:50+00:00
535825,ID-0295,small_airport,"Sungai Nusa Airstrip",-2.09842,112.2532,,AS,Indonesia,ID,"Kalimantan Tengah (Central Kalimantan)",ID-KT,KT,Sukamandan,0,,,,,,,,50,2024-07-02T14:38:28+00:00
525278,WAFS,small_airport,"Sumarorong Airport",-3.150399,119.302277,3033,AS,Indonesia,ID,"Sulawesi Barat (West Sulawesi)",ID-SR,SR,Sumarorong,0,WAFS,,,,,https://id.wikipedia.org/wiki/Bandar_Udara_Sumarorong,,50,2024-08-21T04:19:27+00:00
594117,ID-0351,small_airport,"Sumbawa Barat Airport",-8.99519,116.7444,33,AS,Indonesia,ID,"Nusa Tenggara Barat (West Nusa Tenggara)",ID-NB,NB,"Sumbawa Barat",0,,,,,,,"West Sumbawa",50,2025-03-04T05:04:55+00:00
32389,WART,small_airport,"Trunojoyo Airport",-7.022391,113.887699,10,AS,Indonesia,ID,"Jawa Timur (East Java)",ID-JI,JI,Sumenep,0,WART,WART,SUP,TRJ,,https://en.wikipedia.org/wiki/Trunojoyo_Airport,"WRST, Madura",50,2025-03-03T09:05:15+00:00
311210,ID-0143,small_airport,"Sumo Airstrip",-4.750469,139.353338,210,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Sumo,0,,,,,,,WT22,50,2022-10-02T12:22:48+00:00
311215,ID-0145,small_airport,"Sungai Tontang Airstrip",-0.731052,110.376967,145,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Sungai Tontang",0,,,,,,,WT26,50,2022-06-19T20:51:53+00:00
430517,ID-0256,small_airport,"Supleyu Airstrip",-4.43285,140.16682,5610,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Supleyu,0,,,,,,,,50,2022-10-17T11:35:52+00:00
354548,ID-0233,small_airport,"Supugi Airstrip",-4.328303,139.098995,,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Supugi,0,,,,,,,,50,2022-10-02T00:16:50+00:00
311218,ID-0146,small_airport,"Suswa Airstrip [UNUSABLE]",-0.942,132.298,583,AS,Indonesia,ID,"Papua Barat (West Papua)",ID-PB,PB,Suswa,0,WASW,,,SUS,,,WT28,50,2025-07-31T15:49:44+00:00
41429,ID-0329,closed,"Waris Airport",-3.23337,140.985451,1500,AS,Indonesia,ID,Papua,ID-PA,PA,Swach,0,,,,,,,"WAJR, WAJR, WAR",50,2025-02-25T14:49:59+00:00
598304,WRLV,small_airport,"Wapoga Airstrip",-3.040179,136.377255,3327,AS,Indonesia,ID,Papua,ID-PA,PA,"Syewa Merare",0,WRLV,,,,,,,50,2025-06-17T00:22:57+00:00
41464,ID-0345,small_airport,"Tebing Tinggi Airport",3.366667,99.116669,69,AS,Indonesia,ID,"Sumatera Utara (North Sumatra)",ID-SU,SU,"Tabbing Tinggi-Sumatra Island",0,,,,WIMT,,,WIMT,50,2025-02-26T20:03:32+00:00
311231,ID-0149,small_airport,"Taiyeve Airstrip",-3.2331,138.4458,176,AS,Indonesia,ID,Papua,ID-PA,PA,Taiyeve,0,,,,TAV,,,WT34,50,2014-03-10T23:51:56+00:00
599488,ID-0369,small_airport,"Wari Airport",-3.294914,138.462961,226,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Taiyeve,0,,,,,,,,50,2025-07-31T21:53:55+00:00
311233,ID-0150,small_airport,"Takar Airstrip",-2.0375,139.113,55,AS,Indonesia,ID,Papua,ID-PA,PA,Takar,0,WRIU,,,,,,WT35,50,2025-06-25T19:09:46+00:00
525167,WIDB,small_airport,"Tambelan Airport",0.979922,107.564658,19,AS,Indonesia,ID,"Kepulauan Riau (Riau Islands)",ID-KR,KR,Tambelan,0,WIDB,,TBX,,,https://id.wikipedia.org/wiki/Bandar_Udara_Tambelan,,50,2024-08-21T13:31:16+00:00
41484,WRLH,small_airport,"Tanah Grogot Airport",-1.885541,116.256809,17,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,"Tanah Grogot",0,WRLH,WRLH,TNB,,,,,50,2022-09-19T16:39:26+00:00
598455,WIQE,small_airport,"Ulak Muid Aistrip",-0.676667,111.526111,348,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Tanah Pinoh Barat",0,WIQE,,,,,,,50,2025-06-22T16:50:14+00:00
311235,ID-0151,small_airport,"Tangma Airstrip",-4.25981,139.046631,5860,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Tangma,0,WRIW,,,TNG,,,WT37,50,2025-06-25T19:44:06+00:00
430518,ID-0257,small_airport,"Tanime Airstrip",-4.45145,140.13042,5187,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Tanime,0,,,,,,,,50,2022-10-17T11:37:19+00:00
311285,ID-0152,small_airport,"Tanjung Maju Airstrip",-0.7102,110.4991,175,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,"Tanjung Maju",0,,,,TJM,,,WT40,50,2014-03-15T16:59:18+00:00
354218,ID-0226,small_airport,"Taria Airstrip",-3.410527,138.895308,348,AS,Indonesia,ID,Papua,ID-PA,PA,Taria,0,,,,,,,"Mamberamo Raya",50,2025-07-31T21:33:53+00:00
311289,ID-0153,small_airport,"Tayayi Airstrip",-3.0447,137.6217,246,AS,Indonesia,ID,Papua,ID-PA,PA,Tayayi,0,,,,TAI,,,WT42,50,2014-03-15T17:45:40+00:00
593377,ID-0317,small_airport,"Jati Papak Airstrip",-8.54091,114.3755,39,AS,Indonesia,ID,"Jawa Timur (East Java)",ID-JI,JI,"Tegaldlimo, Banyuwangi",0,,,,,,,,50,2025-02-21T22:23:06+00:00
347153,ID-0190,small_airport,"Sorake Airport",0.58884,97.71899,125,AS,Indonesia,ID,"Sumatera Utara (North Sumatra)",ID-SU,SU,"Teluk Dalam",0,,,,,,,,50,2021-08-20T17:45:17+00:00
310539,WAOT,small_airport,"Teluk Kepayang Airport",-3.4203,115.6867,103,AS,Indonesia,ID,"Kalimantan Selatan (South Kalimantan)",ID-KS,KS,"Teluk Kepayang",0,WAOT,,,,,,"WRBT, Valgoson",50,2014-01-04T14:31:08+00:00
523191,ID-0285,small_airport,"Tempuling Airport",-0.427165,102.996126,23,AS,Indonesia,ID,Riau,ID-RI,RI,Tempuling,0,,,,TBH,,https://en.wikipedia.org/wiki/Tempuling_Airport,,50,2024-03-18T21:03:20+00:00
41439,ID-0331,closed,"Tentena Airport",-2,120.76667,1900,AS,Indonesia,ID,"Sulawesi Tengah (Central Sulawesi)",ID-ST,ST,Tentena,0,,,,,,,"WAMC, WAMC",50,2025-02-25T14:49:59+00:00
598462,WIQD,small_airport,"Teratai Airstrip",0.4,110.75,197,AS,Indonesia,ID,"Kalimantan Barat (West Kalimantan)",ID-KB,KB,Terati,0,WIQD,,,,,,,50,2025-06-22T21:05:37+00:00
41416,WABG,small_airport,"Deiyai / Waghete Baru Airport",-4.05916,136.281715,1779,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Tigi,0,WABA,,WET,,,https://id.wikipedia.org/wiki/Bandar_Udara_Waghete,WABG,50,2025-09-26T20:50:00+00:00
598461,WRLX,small_airport,"Tigi Airstrip",-4.025408,136.21185,5607,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,"Tigi Timur",0,WRLX,,,,,,,50,2025-06-22T19:59:54+00:00
32424,WAPT,small_airport,"Taliabu Island Airport",-1.6426299810409546,124.55899810791016,9,AS,Indonesia,ID,"Maluku Utara (North Maluku)",ID-MU,MU,"Tikong-Taliabu Island",0,WAPT,WAPT,TAX,,,,,50,2008-08-22T18:34:21+00:00
311297,ID-0155,small_airport,"Timepa Airstrip",-4.0047,135.7872,4940,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Timepa,0,WRLY,,,TIP,,,WT48,50,2025-06-22T18:40:28+00:00
595379,ID-0359,small_airport,"Tomboki Airstrip",-4.2295,139.45225,6558,AS,Indonesia,ID,Papua,ID-PA,PA,Tomboki,0,,,,,,,,50,2025-03-18T01:51:29+00:00
430526,ID-0265,small_airport,"Trison Airstrip",-4.26309,139.68456,7920,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Trison,0,,,,,,,,50,2022-10-17T12:01:24+00:00
311558,ID-0156,small_airport,"Turmo Airstrip",-3.273581,137.558,286,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Turmo,0,WRNA,,,TUR,,,"WT51, ",50,2025-06-22T18:00:43+00:00
41431,ID-0330,closed,"Ubrub Airport",-3.675686,140.885067,1370,AS,Indonesia,ID,Papua,ID-PA,PA,Ubrub,0,,,,,,,"WAJU, WAJU, UBR",50,2025-02-25T14:49:59+00:00
598456,ID-0364,small_airport,"Uetangko Airstrip",-1.283333,121.8,1014,AS,Indonesia,ID,"Sulawesi Tengah (Central Sulawesi)",ID-ST,ST,Ulubongka,0,WAMK,,,,,,,50,2025-06-22T17:15:21+00:00
598457,WAEF,small_airport,"Lebone Airstrip",-1.333333,121.633333,1631,AS,Indonesia,ID,"Sulawesi Tengah (Central Sulawesi)",ID-ST,ST,Ulubongka,0,WAEF,,,,,,,50,2025-06-22T17:48:06+00:00
354550,ID-0234,closed,"Unggulpalek Airstrip",-4.351211,139.158046,,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Unggulpalek,0,,,,,,,,50,2022-10-02T00:17:34+00:00
311561,ID-0157,small_airport,"Waff Airstrip",-2.3307,138.7489,255,AS,Indonesia,ID,Papua,ID-PA,PA,Waff,0,WRSJ,,,,,,WT55,50,2025-06-22T15:57:50+00:00
508040,ID-0281,small_airport,"Wakbisik Airstrip",-4.349896,139.211615,7390,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Wakbisek,0,,,,,,,Oakbisik,50,2025-08-01T14:14:15+00:00
311564,ID-0158,small_airport,"Walerek Airstrip",-3.993361,139.491977,2420,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Walerek,0,WRJK,,,WEL,,,WT58,50,2025-07-31T20:49:36+00:00
354217,ID-0225,small_airport,"Walibaru Airstrip",-5.39973,140.198652,154,AS,Indonesia,ID,"Papua Selatan (South Papua)",ID-PS,PS,Walibaru,0,,,,,,,"Biwange I, Boven Digoel",50,2022-10-03T17:49:19+00:00
311630,ID-0159,small_airport,"Walma Airstrip",-4.217782,139.393555,6400,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Walma,0,,,,WAL,,,,50,2022-10-02T00:25:45+00:00
43978,ID-AHI,small_airport,"Mina Wanam Airport",-7.540726,139.110916,22,AS,Indonesia,ID,"Papua Selatan (South Papua)",ID-PS,PS,Wanam,0,,,,,,,WT82,50,2022-10-03T15:38:03+00:00
311632,ID-0160,small_airport,"Wandama Airstrip",-4.5472,138.55225,761,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Wandama,0,WRJO,,,,,,WT61,50,2025-06-22T15:20:20+00:00
523276,WAYU,small_airport,"Wangbe Airstrip",-3.868616,137.468316,7645,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Wangbe,0,WAYU,,,WBG,,,,50,2024-03-19T20:52:44+00:00
311634,ID-0161,small_airport,"Wanggemalu Airstrip",-5.4974,139.9783,219,AS,Indonesia,ID,"Papua Selatan (South Papua)",ID-PS,PS,Wanggemalu,0,,,,WNG,,,WT62,50,2022-10-03T17:53:57+00:00
430528,ID-0267,small_airport,"Waniyok Airport",-4.21672,139.42436,6440,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Waniyok,0,,,,,,,,50,2022-10-17T12:03:39+00:00
598301,WRNB,small_airport,"Weri Airstrip",-3.289248,137.831717,320,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Weri,0,WRNB,,,,,,,50,2025-06-16T23:31:15+00:00
311640,ID-0162,small_airport,"Wolo Airstrip",-3.8505,138.8603,5870,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Wolo,0,WRJR,,,WOL,,,WT68,50,2025-06-16T22:27:30+00:00
41441,WAMU,small_airport,"Wuasa Airport",-1.425,120.316391,1,AS,Indonesia,ID,"Sulawesi Tengah (Central Sulawesi)",ID-ST,ST,"Wuasa-Celebes Island",0,WAMU,,,,,,,50,2025-06-16T22:20:25+00:00
311641,ID-0163,small_airport,"Wunin Airstrip",-3.650771,138.554313,5385,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Wunin,0,WRJS,,,WUN,,,WT70,50,2025-06-16T22:07:33+00:00
311643,ID-0164,small_airport,"Yaniruma Airstrip",-5.4206,139.8197,155,AS,Indonesia,ID,"Papua Selatan (South Papua)",ID-PS,PS,Yaniruma,0,,,,,,,WT71,50,2022-10-03T18:00:08+00:00
329620,ID-0180,small_airport,"Yaosakor Airstrip",-5.603899,138.46525,10,AS,Indonesia,ID,"Papua Selatan (South Papua)",ID-PS,PS,Yaosakor,0,WRMJ,,,YAO,,,,50,2024-10-14T21:07:21+00:00
311647,ID-0166,small_airport,"Yigi Airstrip",-4.228468,138.393778,6100,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Yigi,0,WRJV,WRJV,,YIG,,,WT74,50,2025-06-16T21:51:32+00:00
430369,ID-0250,small_airport,"Yobesorum Airstrip",-4.285211,140.026433,3414,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Yobesorum,0,,,,,,,"WXR8, Eipomek Valley",50,2022-10-06T14:34:31+00:00
311649,ID-0167,small_airport,"Yogosem Airstrip",-4.247695,139.168977,8200,AS,Indonesia,ID,"Papua Pegunungan (Highland Papua)",ID-PP,PP,Yogosem,0,WRKA,,,,,,WT75,50,2025-07-31T15:14:23+00:00
354227,ID-0229,small_airport,"Zotadi Airstrip",-3.67449,136.56833,5160,AS,Indonesia,ID,"Papua Tengah (Central Papua)",ID-PT,PT,Zotadi,0,,,,,,,"Intan Jaya",50,2022-10-01T23:04:20+00:00
311869,ID-0170,closed,"Kangean Island Airport (planned)",-6.86,115.299,,AS,Indonesia,ID,"Jawa Timur (East Java)",ID-JI,JI,Arjasa,0,,,,,,,,0,2021-06-01T17:48:08+00:00
345105,ID-0184,heliport,"Arjasa Laok Heliport",-6.87013,115.2864,75,AS,Indonesia,ID,"Jawa Timur (East Java)",ID-JI,JI,Arjasa,0,,,,,,,,0,2021-06-01T17:42:24+00:00
505522,ID-0275,heliport,"balikpapan helipad",-1.281721,116.814587,,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,Balikpapan,0,,,,,,,,0,2022-12-15T22:37:39+00:00
347151,ID-0188,heliport,"Aceh Indonesian National Police Headquarters Heliport",5.57766,95.34874,16,AS,Indonesia,ID,Aceh,ID-AC,AC,"Banda Aceh",0,,,,,,,,0,2021-08-20T17:14:08+00:00
311168,ID-0140,heliport,"Santosa Hospital Helipad",-6.915161,107.600124,2430,AS,Indonesia,ID,"Jawa Barat (West Java)",ID-JB,JB,Bandung,0,,,,,,,,0,2014-03-02T16:13:59+00:00
517550,ID-0283,heliport,"Batam Police Heliport",1.161152,104.121119,115,AS,Indonesia,ID,"Kepulauan Riau (Riau Islands)",ID-KR,KR,Batam,0,,,,,,,,0,2024-08-21T15:52:48+00:00
337306,ID-0182,heliport,"Pemping Helipad",1.103007,103.797455,95,AS,Indonesia,ID,"Kepulauan Riau (Riau Islands)",ID-KR,KR,"Batam City",0,,,,,,,,0,2024-08-21T15:59:35+00:00
302358,ID-0019,heliport,"Paiton Power Helipad",-7.7169054,113.597366,5,AS,Indonesia,ID,"Jawa Timur (East Java)",ID-JI,JI,Bhinar,0,,,,PRO,,,,0,2012-10-23T22:26:46+00:00
348330,ID-0192,closed,"Sorido Airfield",-1.17363,136.05894,,AS,Indonesia,ID,Papua,ID-PA,PA,Biak,0,,,,,,,,0,2021-10-05T11:11:27+00:00
356432,ID-0241,closed,"Gorda Airfield",-6.14007,106.34389,,AS,Indonesia,ID,Banten,ID-BT,BT,Binuang,0,,,,,,,,0,2022-08-31T11:08:56+00:00
430481,ID-0253,closed,"bontang selatan aerodrome",0.034898,117.478783,,AS,Indonesia,ID,"Kalimantan Timur (East Kalimantan)",ID-KI,KI,"Bontang selatan",0,,,,,,,,0,2022-10-13T07:22:25+00:00
46593,ID-0014,heliport,"Mason Sky Tours Heliport",-8.718024,115.205471,20,AS,Indonesia,ID,Bali,ID-BA,BA,Denpasar,0,,,,,,,"BAT Private Helipad",0,2025-02-21T10:00:42+00:00
46597,ID-0016,heliport,"Grand Inna Bali Beach Heliport",-8.676952,115.265071,3,AS,Indonesia,ID,Bali,ID-BA,BA,Denpasar,0,,,,,,,,0,2025-02-21T10:04:50+00:00
593336,ID-0305,heliport,"SGi Benoa Heliport",-8.72649,115.21595,7,AS,Indonesia,ID,Bali,ID-BA,BA,Denpasar,0,,,,,,,,0,2025-02-21T10:15:59+00:00
594432,ID-0354,heliport,"Lombok Private Villa Estate Heliport",-8.33523,116.18193,16,AS,Indonesia,ID,"Nusa Tenggara Barat (West Nusa Tenggara)",ID-NB,NB,"Gangga, Lombok Utara",0,,,,,,,,0,2025-03-06T01:32:47+00:00
